item,count,mean_Openness,mean_Conscientiousness,mean_Extraversion,mean_Agreeableness,mean_Neuroticism
alster lake,26,0.7682692307692308,0.5961538461538461,0.5855769230769231,0.7115384615384616,0.7769230769230769
surrounded by idiots ,29,0.8017241379310344,0.6887931034482758,0.5706896551724138,0.6801724137931037,0.6448275862068966
outsiders ,86,0.6799418604651163,0.6034883720930233,0.6136627906976745,0.7142441860465116,0.6741279069767443
romance ,156,0.7806089743589744,0.6362179487179487,0.5921474358974359,0.748878205128205,0.6724358974358974
one flew over the cuckoos nest,8,0.734375,0.6187499999999999,0.575,0.6875,0.684375
not,5907,0.7514939901811409,0.6369222955815135,0.6193033688843744,0.7192356526155408,0.6626333164042661
girl interrupted ,16,0.79375,0.64375,0.575,0.7328125,0.725
nill,25,0.6890000000000001,0.655,0.631,0.721,0.662
tereliye,114,0.7800438596491229,0.6256578947368421,0.5967105263157894,0.6793859649122808,0.7239035087719299
courage to be disliked,140,0.8628571428571429,0.6655357142857142,0.6342857142857142,0.7192857142857144,0.60375
the godfather,29,0.8250000000000002,0.6741379310344826,0.5672413793103448,0.6896551724137933,0.6810344827586207
a court of thorn and roses,29,0.8129310344827587,0.6379310344827588,0.6474137931034482,0.7784482758620691,0.6913793103448276
art of seduction ,35,0.8107142857142857,0.6435714285714287,0.7028571428571428,0.6571428571428571,0.5671428571428571
magnus chase,50,0.7844999999999999,0.6080000000000001,0.5764999999999999,0.7190000000000001,0.6919999999999998
maze runner ,48,0.7046875,0.6244791666666667,0.6041666666666666,0.7296874999999999,0.6369791666666668
goodnight punpun,26,0.8548076923076924,0.5365384615384615,0.5288461538461539,0.6346153846153846,0.7201923076923076
night ,963,0.8095794392523364,0.6261422637590861,0.608307372793354,0.730166147455867,0.6918483904465212
purple hibiscus,34,0.7757352941176471,0.6000000000000002,0.5941176470588236,0.7124999999999999,0.6992647058823529
warriors,63,0.757936507936508,0.5412698412698415,0.5051587301587301,0.7392857142857142,0.7472222222222221
the thursday murder club,28,0.7883928571428571,0.6571428571428573,0.6258928571428571,0.7303571428571428,0.6285714285714284
becoming,156,0.8334935897435896,0.6911858974358974,0.6753205128205128,0.7645833333333333,0.5841346153846154
 body problem,164,0.8721036585365852,0.6134146341463415,0.5954268292682927,0.699390243902439,0.6365853658536584
blink,38,0.8717105263157895,0.6855263157894739,0.6822368421052631,0.7605263157894736,0.5875000000000001
not applicable ,22,0.7227272727272727,0.6693181818181816,0.6193181818181818,0.7147727272727273,0.6329545454545454
american gods,30,0.8775,0.6025000000000001,0.5575,0.74,0.6441666666666668
malioboro,219,0.7773972602739726,0.6189497716894976,0.5931506849315068,0.6926940639269407,0.7529680365296803
legendborn,26,0.8605769230769231,0.6307692307692309,0.6298076923076923,0.7365384615384615,0.6788461538461539
oppenheimer,38,0.8269736842105263,0.6953947368421053,0.6210526315789473,0.7388157894736842,0.5736842105263157
gita,197,0.807994923857868,0.6711928934010151,0.6494923857868021,0.717258883248731,0.6052030456852792
 habits of highly effective people ,32,0.8351562499999999,0.7210937500000001,0.70703125,0.73828125,0.5882812500000001
daily stoic,59,0.839406779661017,0.7016949152542374,0.6411016949152543,0.7207627118644067,0.6207627118644069
hidden potential,35,0.8492857142857142,0.7157142857142859,0.6735714285714286,0.7385714285714285,0.5785714285714286
the unbearable lightness of being,26,0.9115384615384615,0.5740384615384616,0.6615384615384615,0.6769230769230768,0.7019230769230769
oshi no ko,24,0.7635416666666667,0.55625,0.5364583333333334,0.71875,0.6895833333333332
 by george orwell,39,0.8576923076923075,0.6724358974358975,0.616025641025641,0.6916666666666667,0.714102564102564
captive ,40,0.7975,0.58125,0.584375,0.75,0.7575000000000001
ends with us,2976,0.7235131048387098,0.6598370295698924,0.6788306451612903,0.7664146505376346,0.6720346102150537
how to kill a mockingbird,33,0.7704545454545454,0.7037878787878789,0.6348484848484849,0.7318181818181819,0.6477272727272727
the power of positive thinking ,30,0.7941666666666668,0.7916666666666666,0.7399999999999999,0.8025,0.5175000000000001
mariposa,32,0.7703125,0.6515624999999999,0.6226562499999999,0.71875,0.73984375
power of subconscious mind,100,0.805,0.6892499999999999,0.6680000000000001,0.7495000000000002,0.6057500000000001
why nations fail,23,0.8750000000000001,0.6478260869565218,0.632608695652174,0.667391304347826,0.6521739130434783
mad honey,23,0.8369565217391306,0.7293478260869565,0.6532608695652175,0.8097826086956522,0.6239130434782608
the magic of thinking big,30,0.7841666666666666,0.7291666666666666,0.6699999999999999,0.765,0.5516666666666666
maybe you should talk to someone,31,0.8661290322580645,0.646774193548387,0.6298387096774194,0.7508064516129033,0.6516129032258063
三体,22,0.7215909090909092,0.6681818181818181,0.6454545454545455,0.6988636363636364,0.5931818181818181
berani tidak disukai,25,0.825,0.638,0.569,0.6539999999999999,0.68
harry poter,26,0.6798076923076922,0.6701923076923075,0.6701923076923078,0.6865384615384614,0.6182692307692309
tress of the emerald sea,23,0.875,0.5836956521739131,0.5499999999999999,0.7478260869565215,0.6989130434782609
rich dad,1352,0.7801220414201183,0.715051775147929,0.6681952662721893,0.722133875739645,0.5893121301775148
the rain in españa,26,0.7615384615384614,0.6490384615384616,0.6846153846153846,0.7490384615384614,0.6673076923076924
the alpha girls guide,20,0.78,0.6725000000000001,0.6337499999999999,0.6487500000000002,0.6625
i havent,77,0.687012987012987,0.6194805194805194,0.6285714285714287,0.7503246753246752,0.6620129870129872
dosage of serotonin ,25,0.831,0.61,0.558,0.7589999999999999,0.773
babel by rf kuang,8,0.89375,0.634375,0.59375,0.765625,0.7281249999999999
too many,118,0.810593220338983,0.6644067796610169,0.5713983050847457,0.7502118644067797,0.6544491525423731
a court of thrones and roses,29,0.7818965517241377,0.6560344827586206,0.5974137931034483,0.7310344827586208,0.6982758620689655
vers la beauté,86,0.8584302325581395,0.572093023255814,0.5752906976744186,0.7523255813953489,0.743313953488372
jjk,40,0.7537499999999999,0.57875,0.609375,0.6875,0.7074999999999999
oathbringer,32,0.89375,0.64375,0.67109375,0.70625,0.63359375
gideon the ninth,23,0.898913043478261,0.5293478260869565,0.625,0.7478260869565218,0.7217391304347827
if you could see the sun,30,0.8299999999999998,0.5991666666666665,0.6149999999999999,0.7441666666666666,0.7533333333333332
mans search for meaning ,11,0.8454545454545453,0.7113636363636364,0.6977272727272728,0.7022727272727273,0.5886363636363636
boys in the boat,37,0.7648648648648649,0.6716216216216215,0.6722972972972973,0.7331081081081081,0.5831081081081081
harry potter and the cursed child,22,0.7840909090909091,0.6602272727272728,0.6409090909090909,0.7784090909090909,0.615909090909091
the sun also rises,26,0.8903846153846156,0.5961538461538463,0.6259615384615385,0.7259615384615384,0.7019230769230769
the lord of the flies,24,0.7447916666666666,0.6479166666666666,0.6572916666666667,0.7458333333333332,0.6239583333333333
i fell in love with hope,27,0.8499999999999999,0.6083333333333334,0.6703703703703703,0.7916666666666665,0.7583333333333334
stoner,36,0.8937500000000002,0.6291666666666668,0.5618055555555554,0.7006944444444444,0.7166666666666667
lonesome dove,22,0.8613636363636363,0.7375,0.640909090909091,0.6954545454545454,0.5625
invisible man,32,0.7882812499999999,0.68046875,0.61953125,0.7554687499999999,0.62109375
geronimo stilton,41,0.7475609756097561,0.598780487804878,0.6158536585365854,0.7304878048780488,0.675
freakonomics,25,0.768,0.701,0.628,0.7120000000000001,0.614
children of time,33,0.8742424242424243,0.6371212121212122,0.6227272727272728,0.715909090909091,0.5757575757575758
the fraud,31,0.8540322580645162,0.7935483870967742,0.7306451612903225,0.7822580645161291,0.5379032258064517
the silmarillion,25,0.818,0.64,0.542,0.675,0.685
history ,485,0.8469587628865979,0.6551546391752577,0.6077319587628865,0.6941237113402061,0.6541237113402061
janji,45,0.7777777777777776,0.616111111111111,0.5216666666666667,0.6577777777777778,0.761111111111111
hujan ,154,0.7920454545454545,0.5899350649350649,0.591396103896104,0.6823051948051947,0.736038961038961
mice and men,193,0.7261658031088082,0.6177461139896373,0.6411917098445595,0.7058290155440414,0.6612694300518135
the girl with the dragon tattoo,23,0.809782608695652,0.6673913043478261,0.6760869565217391,0.7000000000000001,0.608695652173913
punk ,29,0.8129310344827587,0.5525862068965517,0.6439655172413792,0.6982758620689655,0.7405172413793103
reminders of him ,39,0.6961538461538461,0.6814102564102563,0.6442307692307692,0.7967948717948717,0.6730769230769231
dictionary,68,0.8025735294117645,0.6636029411764706,0.6352941176470587,0.6996323529411764,0.644485294117647
non ,109,0.7940366972477065,0.6504587155963303,0.6309633027522936,0.7240825688073395,0.6561926605504588
bulan,78,0.771474358974359,0.6233974358974359,0.5782051282051281,0.6884615384615385,0.7294871794871794
lightlark,27,0.8305555555555555,0.6287037037037038,0.5444444444444445,0.7888888888888889,0.7203703703703703
power ,1156,0.8141003460207612,0.7033304498269897,0.6602941176470588,0.729909169550173,0.5882352941176471
solitaire ,38,0.8210526315789471,0.5736842105263157,0.5493421052631579,0.7578947368421053,0.7703947368421051
the hatchet,26,0.7153846153846153,0.635576923076923,0.6317307692307692,0.7307692307692307,0.6384615384615385
red rising ,34,0.8463235294117646,0.6705882352941176,0.6117647058823529,0.7330882352941177,0.5897058823529412
le prince cruel,31,0.7903225806451613,0.5532258064516129,0.5870967741935482,0.7475806451612902,0.7225806451612903
salems lot,5,0.8800000000000001,0.48500000000000004,0.5650000000000001,0.8349999999999997,0.7049999999999998
mastery,63,0.8313492063492063,0.665079365079365,0.6448412698412699,0.7353174603174605,0.5718253968253967
 rules for life ,54,0.8537037037037039,0.7046296296296297,0.6120370370370372,0.7152777777777777,0.6060185185185185
dune messiah,17,0.8794117647058823,0.5926470588235295,0.6411764705882353,0.6970588235294117,0.7102941176470587
harry potter and the sorcerers stone,8,0.7593749999999999,0.6062500000000001,0.7,0.728125,0.6781250000000001
hunting adeline,38,0.7644736842105263,0.5743421052631579,0.5881578947368421,0.7085526315789473,0.7059210526315788
forty rules of love,55,0.8281818181818181,0.6286363636363637,0.6222727272727273,0.7413636363636363,0.6654545454545456
the art of thinking clearly,27,0.813888888888889,0.7055555555555556,0.637037037037037,0.6925925925925925,0.587037037037037
hello beautiful,34,0.8205882352941175,0.7485294117647058,0.6477941176470587,0.7999999999999999,0.5992647058823528
secret ,681,0.8373348017621144,0.655763582966226,0.6225036710719529,0.7150513950073422,0.66428046989721
if we were villains ,25,0.8999999999999999,0.6459999999999999,0.602,0.7020000000000001,0.701
philosophy,155,0.8604838709677419,0.6659677419354838,0.6135483870967743,0.6853225806451613,0.6143548387096773
la femme de ménage ,21,0.7714285714285714,0.6190476190476191,0.6178571428571429,0.7416666666666668,0.675
stoicism,46,0.811413043478261,0.6750000000000002,0.592391304347826,0.6929347826086957,0.5510869565217391
the way i used to be ,26,0.7519230769230769,0.6278846153846154,0.6326923076923077,0.7971153846153847,0.7211538461538461
the sun and her flowers,32,0.828125,0.653125,0.6234375000000001,0.75,0.6828125
what happened to you,38,0.825657894736842,0.6875,0.6539473684210526,0.7921052631578946,0.605263157894737
taming the waves,31,0.8266129032258065,0.6338709677419355,0.6338709677419354,0.7604838709677421,0.7185483870967743
i havent ,67,0.6869402985074625,0.6201492537313432,0.6201492537313433,0.7402985074626864,0.653358208955224
heaven,399,0.8253759398496239,0.6288847117794486,0.5719924812030075,0.73640350877193,0.7015664160401002
boundaries,47,0.825,0.7063829787234042,0.6148936170212767,0.802659574468085,0.5797872340425533
fanfic,191,0.8293193717277486,0.5421465968586386,0.5396596858638744,0.7175392670157067,0.7464659685863875
how to talk to anyone,31,0.8201612903225808,0.6483870967741935,0.6548387096774195,0.7040322580645161,0.592741935483871
a tale of two cities,23,0.8054347826086957,0.6771739130434782,0.5858695652173913,0.7,0.6847826086956522
varity,32,0.7515624999999999,0.61640625,0.6968749999999999,0.7265625,0.6507812500000001
good girl bad blood,17,0.7955882352941177,0.5647058823529412,0.5617647058823528,0.6661764705882353,0.7161764705882353
tomorrow tomorrow tomorrow,16,0.878125,0.6625,0.6703125,0.746875,0.6484375
many,314,0.8104299363057325,0.66656050955414,0.5991242038216561,0.7451433121019108,0.6278662420382166
the picture of dorian gray ,23,0.8826086956521738,0.5826086956521739,0.5163043478260869,0.6434782608695653,0.6804347826086956
the body keeps the score ,24,0.8416666666666667,0.5916666666666667,0.6427083333333333,0.7875,0.7135416666666666
a lot,96,0.803125,0.6205729166666666,0.6052083333333332,0.7059895833333334,0.6901041666666666
caraval ,29,0.7767241379310346,0.6327586206896553,0.585344827586207,0.714655172413793,0.7060344827586207
station eleven,23,0.8173913043478263,0.6239130434782608,0.6108695652173914,0.7282608695652172,0.6445652173913043
all of them,41,0.8195121951219511,0.6042682926829269,0.6481707317073171,0.7786585365853658,0.7006097560975609
all the bright places ,24,0.8156249999999999,0.6291666666666667,0.634375,0.7708333333333334,0.7781249999999998
the power of now ,25,0.814,0.6809999999999999,0.6719999999999999,0.768,0.611
monster,187,0.8105614973262032,0.5973262032085561,0.6219251336898396,0.7233957219251336,0.6774064171122993
yes,283,0.7823321554770317,0.6372791519434629,0.6152826855123675,0.746113074204947,0.6576855123674912
ikagai,25,0.8029999999999999,0.6880000000000002,0.6510000000000001,0.721,0.5870000000000001
say you swear,28,0.70625,0.6080357142857143,0.6124999999999999,0.7607142857142859,0.6946428571428571
english ,124,0.7699596774193547,0.6598790322580645,0.6100806451612902,0.7175403225806453,0.6395161290322582
a series of unfortunate events,28,0.7866071428571428,0.5625,0.6348214285714285,0.7124999999999998,0.6553571428571431
becoming supernatural,36,0.8861111111111112,0.7055555555555555,0.6715277777777777,0.7451388888888889,0.5798611111111112
hunger games ballad of songbirds and snakes,17,0.7294117647058823,0.6205882352941176,0.6161764705882353,0.6617647058823529,0.6352941176470588
agatha christie,119,0.8170168067226892,0.6350840336134455,0.6073529411764707,0.7214285714285715,0.6705882352941177
love theoretically,12,0.78125,0.6583333333333332,0.5833333333333334,0.69375,0.7500000000000001
philosophy ,101,0.8579207920792078,0.657920792079208,0.621039603960396,0.6824257425742576,0.6148514851485148
jamais plus,49,0.7872448979591837,0.5892857142857143,0.6153061224489795,0.7663265306122449,0.7433673469387756
factfulness,22,0.8079545454545454,0.6818181818181818,0.6556818181818183,0.6931818181818181,0.6261363636363636
a court of thorns and roses series,26,0.7740384615384616,0.6798076923076923,0.6413461538461539,0.7874999999999999,0.6817307692307693
malioboro ,190,0.7761842105263159,0.6153947368421053,0.5897368421052631,0.6946052631578947,0.7593421052631579
wuthering heights ,26,0.8663461538461538,0.6192307692307693,0.6557692307692308,0.730769230769231,0.7086538461538462
acotar series,27,0.8333333333333334,0.6518518518518518,0.6768518518518518,0.7814814814814814,0.7074074074074075
to live,80,0.80625,0.661875,0.619375,0.7409375,0.649375
habits,2781,0.8066882416396978,0.6910553757641136,0.6456400575332615,0.7346637900035958,0.6101941747572815
palace of illusions,37,0.8547297297297298,0.668918918918919,0.6472972972972972,0.7560810810810811,0.6527027027027028
uzumaki,38,0.8289473684210528,0.6032894736842105,0.5888157894736842,0.7263157894736842,0.700657894736842
purpose driven life,56,0.788392857142857,0.7491071428571429,0.7111607142857144,0.8169642857142857,0.5339285714285714
bicara itu ada seninya,28,0.7919642857142856,0.7035714285714286,0.611607142857143,0.7008928571428573,0.7107142857142856
the selection ,39,0.6942307692307692,0.626923076923077,0.6576923076923076,0.7692307692307693,0.6705128205128205
the night circus,29,0.853448275862069,0.6362068965517241,0.6241379310344829,0.7293103448275863,0.6775862068965517
once upon a broken heart ,29,0.7706896551724138,0.625,0.5568965517241379,0.7508620689655171,0.7163793103448275
covenant of water,77,0.8642857142857142,0.746103896103896,0.6610389610389609,0.7837662337662336,0.5340909090909091
thinking fast and slow ,19,0.8513157894736842,0.6749999999999998,0.6342105263157896,0.7197368421052632,0.6118421052631579
lakestone,28,0.7705357142857144,0.5455357142857143,0.5821428571428572,0.7241071428571428,0.7544642857142857
science ,197,0.8081218274111674,0.6774111675126903,0.6331218274111675,0.7162436548223351,0.6243654822335026
fahrenheit  ,1,0.6000000000000001,0.725,0.875,0.825,0.675
the myth of sisyphus,29,0.9189655172413794,0.593103448275862,0.5801724137931035,0.6706896551724137,0.7060344827586207
spy school,28,0.6410714285714286,0.6464285714285715,0.6276785714285714,0.6696428571428571,0.6241071428571427
martin eden,26,0.8548076923076923,0.6105769230769231,0.5903846153846154,0.6932692307692305,0.6990384615384614
cant choose,6,0.7958333333333331,0.5958333333333333,0.5583333333333333,0.7708333333333334,0.65
forth wing,34,0.7845588235294116,0.6499999999999998,0.6095588235294117,0.75,0.6580882352941178
twisted series ,36,0.7201388888888889,0.6347222222222222,0.6145833333333334,0.7076388888888889,0.6881944444444442
the power,624,0.8200721153846156,0.7036458333333332,0.6640224358974359,0.7550080128205128,0.5886217948717949
the glass castle ,21,0.8071428571428569,0.6595238095238096,0.6547619047619048,0.7642857142857143,0.6869047619047618
anne frank,65,0.7769230769230769,0.6426923076923077,0.6469230769230769,0.7246153846153847,0.6884615384615385
priory of the orange tree,48,0.8708333333333332,0.5921875,0.5593750000000001,0.7734375,0.7651041666666666
malibu rising ,23,0.7663043478260869,0.6358695652173912,0.6554347826086956,0.7467391304347825,0.7434782608695653
the power of positive thinking,51,0.793627450980392,0.7794117647058825,0.7166666666666668,0.7955882352941177,0.5338235294117648
alpha girl,91,0.7961538461538462,0.7010989010989012,0.6362637362637362,0.6777472527472528,0.6483516483516484
just for the summer,22,0.7738636363636363,0.6749999999999999,0.6488636363636363,0.7636363636363637,0.678409090909091
the courage to be disliked ,23,0.8739130434782609,0.6478260869565218,0.6445652173913045,0.6630434782608695,0.6
poetry,96,0.8453125,0.64609375,0.6236979166666666,0.7760416666666666,0.6768229166666666
paper towns,27,0.7916666666666666,0.6703703703703704,0.6296296296296297,0.7314814814814814,0.7000000000000001
tomie,32,0.79921875,0.5656249999999999,0.48906249999999996,0.728125,0.7609374999999999
oliver twist,24,0.821875,0.7270833333333334,0.59375,0.7322916666666667,0.61875
educated by tara westover,22,0.8113636363636364,0.6352272727272728,0.6931818181818182,0.7261363636363637,0.7113636363636363
hunger games catching fire,17,0.7691176470588234,0.6191176470588236,0.6029411764705881,0.7294117647058824,0.7117647058823531
bhagavad gita,28,0.8035714285714286,0.6741071428571429,0.6419642857142858,0.7178571428571429,0.5946428571428571
secret history,308,0.8823863636363636,0.6358766233766233,0.6039772727272728,0.6875,0.6949675324675325
no country for old men,23,0.7934782608695652,0.6358695652173912,0.5608695652173913,0.6804347826086956,0.6804347826086956
university series,33,0.7931818181818182,0.6151515151515152,0.5977272727272728,0.7431818181818182,0.7113636363636364
inheritance games ,57,0.7228070175438596,0.6144736842105263,0.6232456140350877,0.7017543859649121,0.6710526315789473
the purpose driven life,23,0.7967391304347826,0.7706521739130435,0.7358695652173912,0.8369565217391305,0.4978260869565218
fantasy,103,0.8099514563106798,0.6342233009708738,0.5817961165048544,0.7220873786407769,0.6592233009708739
american dirt,21,0.7440476190476191,0.6297619047619049,0.7333333333333333,0.738095238095238,0.6535714285714285
rhythm of war,25,0.855,0.593,0.6,0.659,0.667
dopamine nation,24,0.828125,0.5979166666666668,0.659375,0.7322916666666667,0.6916666666666668
girl interrupted,30,0.8041666666666666,0.6483333333333333,0.58,0.7341666666666666,0.7149999999999999
dark psychology ,31,0.8330645161290322,0.7217741935483869,0.6532258064516128,0.6911290322580644,0.6629032258064517
the priory of the orange tree,24,0.8739583333333334,0.6239583333333333,0.5395833333333333,0.7770833333333332,0.7635416666666667
think again,38,0.8335526315789474,0.6749999999999999,0.649342105263158,0.768421052631579,0.6138157894736842
a long way gone,24,0.765625,0.6656249999999999,0.696875,0.7791666666666668,0.5770833333333334
housemaid,211,0.7304502369668247,0.6842417061611373,0.6387440758293838,0.7763033175355448,0.651303317535545
twisted lies ,24,0.7395833333333334,0.5604166666666667,0.615625,0.703125,0.7197916666666666
foundation,65,0.845,0.6288461538461538,0.5815384615384616,0.7023076923076923,0.6546153846153847
a clash of kings,19,0.8381578947368421,0.6,0.6026315789473684,0.6657894736842106,0.6776315789473685
world war z,20,0.8074999999999999,0.61625,0.56625,0.7575,0.7249999999999999
the tattooist of auschwitz,26,0.783653846153846,0.6451923076923076,0.6538461538461539,0.7548076923076923,0.6759615384615384
negeri para bedebah,21,0.7571428571428571,0.6166666666666666,0.6238095238095238,0.6773809523809524,0.705952380952381
orv,30,0.8049999999999998,0.5666666666666667,0.5491666666666666,0.6083333333333333,0.6725
lawak kampus,24,0.7489583333333333,0.7020833333333334,0.6302083333333334,0.7416666666666666,0.5854166666666667
summer i turned pretty ,199,0.7087939698492463,0.6496231155778894,0.7006281407035175,0.7517587939698493,0.6721105527638191
the hate u give ,21,0.7476190476190476,0.6833333333333332,0.6321428571428571,0.7500000000000001,0.7083333333333331
my fault,39,0.7025641025641027,0.6352564102564103,0.6173076923076923,0.7230769230769232,0.6865384615384615
crooked kingdom,27,0.8259259259259258,0.624074074074074,0.5935185185185184,0.7212962962962962,0.7064814814814815
yellow face,22,0.8738636363636363,0.7522727272727271,0.6511363636363637,0.7693181818181817,0.5909090909090908
fences,22,0.718181818181818,0.6113636363636363,0.6806818181818183,0.7318181818181819,0.6613636363636365
geeta,125,0.7878,0.6883999999999999,0.659,0.7213999999999999,0.5904
me before you ,18,0.8069444444444445,0.6222222222222222,0.6555555555555556,0.7027777777777778,0.7013888888888888
yumi and the nightmare painter,20,0.8625,0.5937500000000001,0.6100000000000001,0.7212500000000001,0.62625
lotus in the mud,24,0.7614583333333332,0.5822916666666665,0.5614583333333334,0.6697916666666667,0.771875
mere christianity,42,0.8321428571428572,0.6922619047619047,0.6434523809523809,0.7000000000000001,0.5773809523809523
as long as the lemon trees grow,23,0.842391304347826,0.6576086956521738,0.591304347826087,0.7793478260869565,0.7021739130434782
heavens official blessing,14,0.7607142857142858,0.5482142857142857,0.5571428571428572,0.7410714285714287,0.7428571428571428
kafka on the shore ,26,0.8942307692307693,0.5865384615384616,0.5451923076923078,0.7201923076923076,0.6749999999999999
tere liye ,141,0.7812056737588653,0.6202127659574467,0.5686170212765959,0.6842198581560285,0.7129432624113475
white nights ,38,0.8894736842105262,0.6124999999999999,0.5828947368421054,0.7032894736842105,0.6901315789473683
the master and margarita,20,0.8699999999999999,0.64625,0.60625,0.6687500000000001,0.6725
the inheritance game,218,0.7561926605504586,0.6315366972477064,0.6364678899082569,0.7235091743119266,0.6817660550458715
atomic habbit,91,0.7854395604395605,0.7170329670329669,0.6535714285714285,0.7412087912087912,0.6074175824175824
americanah,21,0.8226190476190477,0.6749999999999999,0.6845238095238095,0.7964285714285714,0.644047619047619
stephen king,215,0.8325581395348837,0.6447674418604651,0.592093023255814,0.7460465116279071,0.6882558139534882
art of seduction,84,0.8407738095238095,0.6645833333333333,0.6845238095238095,0.6449404761904762,0.5770833333333333
nancy drew,31,0.7943548387096773,0.6717741935483869,0.6975806451612904,0.7895161290322579,0.6459677419354839
meditation,315,0.8698412698412699,0.6631746031746031,0.6197619047619048,0.694126984126984,0.6153174603174603
the wild robot,25,0.79,0.6410000000000001,0.6780000000000002,0.8029999999999999,0.649
concrete rose,23,0.7597826086956521,0.6119565217391304,0.6315217391304347,0.7130434782608696,0.6510869565217391
norwegian wood ,29,0.8663793103448277,0.6232758620689655,0.6017241379310346,0.7232758620689655,0.6525862068965518
hail mary,160,0.8392187499999999,0.6503125,0.61546875,0.72453125,0.63828125
im glad my mom died by jennette mccurdy,1,0.6749999999999999,0.6250000000000001,0.525,0.6249999999999999,0.85
uglies,38,0.8006578947368421,0.5999999999999999,0.6407894736842107,0.7736842105263158,0.7296052631578946
the ballad of never after,24,0.7614583333333332,0.6145833333333334,0.5125000000000001,0.678125,0.7416666666666667
homo sapiens,23,0.825,0.5989130434782609,0.6434782608695653,0.6293478260869565,0.6380434782608696
perfume,60,0.8558333333333333,0.6154166666666665,0.5966666666666668,0.6908333333333334,0.7045833333333332
reverend insanity,22,0.7579545454545454,0.5761363636363636,0.5386363636363636,0.6159090909090909,0.65
from blood and ash,25,0.7889999999999999,0.6659999999999999,0.579,0.7189999999999999,0.722
lalchimiste ,1,0.7999999999999999,0.5,0.875,0.7499999999999999,0.7999999999999999
di tanah lada,18,0.8333333333333335,0.6138888888888889,0.598611111111111,0.7138888888888888,0.7708333333333334
lapvona,23,0.9054347826086956,0.591304347826087,0.6304347826086957,0.7032608695652174,0.7586956521739132
magnolia parks,27,0.7416666666666665,0.6287037037037038,0.6685185185185184,0.7249999999999999,0.6981481481481481
tao te ching,21,0.9095238095238094,0.5892857142857142,0.5666666666666667,0.7488095238095239,0.6238095238095239
goosebumps ,22,0.7420454545454546,0.5988636363636364,0.6068181818181819,0.7863636363636364,0.7068181818181819
bell jar,235,0.8877659574468085,0.5859574468085106,0.618723404255319,0.7092553191489362,0.7572340425531915
into thin air,23,0.7945652173913043,0.7152173913043478,0.6423913043478262,0.7695652173913043,0.5891304347826087
 shades of grey,71,0.7436619718309859,0.6964788732394366,0.6598591549295774,0.7345070422535213,0.668661971830986
beautiful boy,27,0.8250000000000001,0.6462962962962963,0.6185185185185185,0.7527777777777777,0.7157407407407407
the first to die at the end,22,0.8488636363636366,0.6250000000000001,0.5943181818181817,0.7431818181818183,0.7795454545454544
twisted ,939,0.740255591054313,0.617332268370607,0.6280085197018105,0.7314696485623002,0.7112886048988285
the expanse,30,0.8474999999999999,0.6975,0.6050000000000001,0.7100000000000001,0.6158333333333332
the intelligent investor,30,0.7958333333333335,0.6649999999999999,0.6533333333333331,0.6449999999999999,0.5683333333333334
the cellar,25,0.714,0.642,0.629,0.7749999999999999,0.6639999999999999
stay awake agatha,22,0.7522727272727271,0.6295454545454546,0.5965909090909091,0.7602272727272728,0.694318181818182
physics ,95,0.8178947368421051,0.6213157894736842,0.5592105263157896,0.67,0.643421052631579
overlord,20,0.8125,0.5662499999999999,0.5125,0.7012500000000002,0.6587500000000001
things fall apart ,24,0.7864583333333334,0.7427083333333332,0.63125,0.7718750000000001,0.6802083333333333
kitchen confidential,21,0.7952380952380952,0.6964285714285714,0.6797619047619047,0.6976190476190476,0.6214285714285714
physics,141,0.8166666666666667,0.6184397163120566,0.5714539007092199,0.6789007092198581,0.6345744680851063
huckleberry finn,28,0.7696428571428571,0.6508928571428572,0.6473214285714285,0.7321428571428573,0.6375000000000001
invincible,36,0.7819444444444444,0.6215277777777778,0.6034722222222222,0.7652777777777777,0.6159722222222223
out of my mind,26,0.7259615384615384,0.6490384615384617,0.6682692307692307,0.721153846153846,0.6923076923076923
slaughterhouse ,37,0.8702702702702704,0.5905405405405406,0.6459459459459458,0.7101351351351352,0.7141891891891892
of mice and men ,18,0.7347222222222223,0.6069444444444445,0.6972222222222222,0.6430555555555556,0.6569444444444444
i do not have one,24,0.6687499999999998,0.6583333333333332,0.5927083333333333,0.728125,0.6645833333333333
astrophysics for people in a hurry,20,0.8474999999999999,0.6199999999999999,0.57125,0.7025,0.67875
spiderman,29,0.731896551724138,0.6198275862068965,0.6241379310344828,0.6939655172413794,0.632758620689655
the iliad,24,0.8239583333333332,0.6375000000000001,0.5833333333333334,0.6322916666666666,0.6885416666666666
dare to lead,23,0.8445652173913042,0.7576086956521739,0.7880434782608695,0.8206521739130433,0.5217391304347826
demon slayer manga,24,0.7072916666666668,0.5625,0.5510416666666667,0.6958333333333333,0.703125
money,776,0.7861146907216496,0.709375,0.6470360824742268,0.7103414948453608,0.5917525773195876
ncert,71,0.7524647887323943,0.6545774647887325,0.6415492957746478,0.6887323943661972,0.6338028169014086
jsp,19,0.7881578947368421,0.5697368421052632,0.5578947368421052,0.7263157894736842,0.6973684210526315
anatomy,117,0.8021367521367522,0.6925213675213675,0.6504273504273503,0.7198717948717948,0.6307692307692307
murtagh,19,0.8539473684210526,0.6578947368421052,0.5736842105263157,0.7421052631578947,0.6552631578947368
